id,idade,raca_cor,sexo,identidade_genero,orientacao_sexual
1420,38,Parda,Masculino,Homem cisgenero,Gay
1421,47,Branca,Masculino,Homem cisgenero,Heterossexual
1422,47,Branca,Masculino,Homem cisgenero,Heterossexual
1423,25,Branca,Masculino,Homem cisgenero,Heterossexual
1424,39,Parda,Masculino,Homem cisgenero,Heterossexual
1425,25,Preta,Masculino,Homem cisgenero,Heterossexual
1426,38,Parda,Masculino,Homem cisgenero,Heterossexual
1427,36,Preta,Masculino,Homem cisgenero,Heterossexual
1428,41,Branca,Feminino,Mulher cisgenero,Bissexual/Panssexual
1429,34,Branca,Masculino,Homem cisgenero,Heterossexual
1430,45,Parda,Masculino,Homem cisgenero,Heterossexual
1431,59,Branca,Masculino,Homem cisgenero,Heterossexual
1432,41,Branca,Feminino,Mulher cisgenero,Heterossexual
1433,41,Preta,Masculino,Homem cisgenero,Heterossexual
1434,51,Preta,Masculino,Homem cisgenero,Heterossexual
1435,19,Branca,Masculino,Homem cisgenero,Heterossexual
1436,38,Branca,Masculino,Homem cisgenero,Heterossexual
1437,36,Parda,Feminino,Mulher cisgenero,Heterossexual
1438,34,Branca,Masculino,Homem cisgenero,Heterossexual
1439,29,Parda,Masculino,Homem cisgenero,Heterossexual
1440,56,Parda,Masculino,Homem cisgenero,Heterossexual
1441,40,Branca,Masculino,Homem cisgenero,Heterossexual
1442,42,Parda,Masculino,Homem cisgenero,Gay
1443,53,Parda,Masculino,Homem cisgenero,Nao se Aplica
1444,32,Preta,Masculino,Homem cisgenero,Heterossexual
1445,34,Parda,Masculino,Homem cisgenero,Heterossexual
1446,50,Parda,Masculino,Homem cisgenero,Heterossexual
1447,40,Preta,Feminino,Mulher cisgenero,Heterossexual
1448,48,Parda,Masculino,Homem cisgenero,Heterossexual
1449,19,Preta,Masculino,Homem cisgenero,Gay
1450,42,Parda,Masculino,Homem cisgenero,Heterossexual
1451,44,Parda,Masculino,Homem cisgenero,Heterossexual
1452,26,Parda,Masculino,Homem cisgenero,Heterossexual
1453,46,Parda,Masculino,Homem cisgenero,Heterossexual
1454,51,Parda,Masculino,Homem cisgenero,Heterossexual
1455,65,Parda,Feminino,Mulher cisgenero,Heterossexual
1456,58,Parda,Feminino,Mulher cisgenero,Heterossexual
1457,50,Parda,Feminino,Mulher cisgenero,Heterossexual
1458,50,Branca,Masculino,Homem cisgenero,Gay
1459,57,Branca,Masculino,Homem cisgenero,Heterossexual
1460,52,Parda,Masculino,Homem cisgenero,Heterossexual
1461,49,Parda,Masculino,Homem cisgenero,Bissexual/Panssexual
1462,44,Parda,Feminino,Mulher cisgenero,Heterossexual
1463,53,Parda,Masculino,Homem cisgenero,Heterossexual
1464,40,Parda,Masculino,Homem cisgenero,Heterossexual
1465,49,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1466,24,Branca,Masculino,Homem cisgenero,Heterossexual
1467,49,Preta,Masculino,Homem cisgenero,Heterossexual
1468,24,Preta,Feminino,Mulher cisgenero,Heterossexual
1469,28,Branca,Masculino,Homem cisgenero,Heterossexual
1470,31,Parda,Masculino,Homem cisgenero,Heterossexual
1471,48,Parda,Masculino,Homem cisgenero,Heterossexual
1472,41,Parda,Masculino,Homem cisgenero,Heterossexual
1473,23,Branca,Masculino,Homem cisgenero,Heterossexual
1474,44,Preta,Masculino,Homem cisgenero,Heterossexual
1475,43,Parda,Masculino,Homem cisgenero,Heterossexual
1476,50,Branca,Masculino,Homem cisgenero,Heterossexual
1477,48,Preta,Masculino,Homem cisgenero,Heterossexual
1478,33,Parda,Masculino,Homem cisgenero,Heterossexual
1479,34,Parda,Masculino,Homem cisgenero,Heterossexual
1480,54,Branca,Masculino,Homem cisgenero,Heterossexual
1481,49,Branca,Masculino,Homem cisgenero,Heterossexual
1482,49,Parda,Masculino,Homem cisgenero,Heterossexual
1483,41,Parda,Masculino,Homem cisgenero,Heterossexual
1484,49,Branca,Masculino,Homem cisgenero,Heterossexual
1485,48,Branca,Masculino,Homem cisgenero,Heterossexual
1486,29,Preta,Masculino,Homem cisgenero,Heterossexual
1487,42,Parda,Masculino,Homem cisgenero,Heterossexual
1488,53,Parda,Masculino,Homem cisgenero,Gay
1489,54,Branca,Masculino,Homem cisgenero,Heterossexual
1490,69,Parda,Masculino,Homem cisgenero,Heterossexual
1491,26,Parda,Masculino,Homem cisgenero,Heterossexual
1492,45,Amarela,Masculino,Homem cisgenero,Heterossexual
1493,51,Branca,Masculino,Homem cisgenero,Heterossexual
1494,28,Branca,Masculino,Homem cisgenero,Heterossexual
1495,60,Parda,Masculino,Homem cisgenero,Heterossexual
1496,26,Preta,Masculino,Homem cisgenero,Heterossexual
1497,31,Branca,Masculino,Homem cisgenero,Heterossexual
1498,55,Parda,Masculino,Homem cisgenero,Heterossexual
1499,33,Parda,Masculino,Homem cisgenero,Heterossexual
1500,61,Parda,Masculino,Homem cisgenero,Heterossexual
1501,25,Branca,Feminino,Mulher cisgenero,Heterossexual
1502,73,Branca,Masculino,Homem cisgenero,Heterossexual
1503,62,Branca,Masculino,Homem cisgenero,Heterossexual
1504,64,Parda,Masculino,Homem cisgenero,Heterossexual
1505,63,Branca,Feminino,Mulher cisgenero,Heterossexual
1506,74,Branca,Masculino,Homem cisgenero,Heterossexual
1507,60,Branca,Masculino,Homem cisgenero,Heterossexual
1508,74,Parda,Masculino,Homem cisgenero,Heterossexual
1509,60,Parda,Feminino,Mulher cisgenero,Heterossexual
1510,42,Parda,Masculino,Homem cisgenero,Heterossexual
1511,36,Parda,Masculino,Homem cisgenero,Heterossexual
1512,40,Preta,Feminino,Mulher cisgenero,Heterossexual
1513,52,Branca,Feminino,Mulher cisgenero,Heterossexual
1514,40,Preta,Feminino,Mulher cisgenero,Heterossexual
1515,40,Parda,Feminino,Mulher cisgenero,Heterossexual
1516,49,Parda,Feminino,Mulher cisgenero,Heterossexual
1517,53,Amarela,Feminino,Mulher cisgenero,Heterossexual
1518,53,Parda,Feminino,Mulher cisgenero,Heterossexual
1519,28,Branca,Feminino,Mulher cisgenero,Heterossexual
1520,41,Preta,Feminino,Mulher cisgenero,Heterossexual
1521,30,Branca,Feminino,Mulher cisgenero,Heterossexual
1522,28,Branca,Feminino,Mulher cisgenero,Heterossexual
1523,40,Preta,Feminino,Mulher cisgenero,Heterossexual
1524,37,Preta,Feminino,Mulher cisgenero,Heterossexual
1525,52,Parda,Feminino,Mulher cisgenero,Heterossexual
1526,56,Branca,Feminino,Nao binario,Bissexual/Panssexual
1527,39,Parda,Masculino,Homem cisgenero,Heterossexual
1528,22,Parda,Masculino,Homem cisgenero,Heterossexual
1529,36,Parda,Masculino,Homem cisgenero,Heterossexual
1530,44,Parda,Masculino,Homem cisgenero,Heterossexual
1531,52,Parda,Masculino,Homem cisgenero,Heterossexual
1532,55,Preta,Masculino,Homem cisgenero,Heterossexual
1533,55,Parda,Masculino,Homem cisgenero,Heterossexual
1534,34,Branca,Masculino,Homem cisgenero,Heterossexual
1535,38,Preta,Masculino,Homem cisgenero,Heterossexual
1536,58,Parda,Masculino,Homem cisgenero,Heterossexual
1537,43,Preta,Masculino,Homem cisgenero,Heterossexual
1538,40,Preta,Masculino,Homem cisgenero,Heterossexual
1539,41,Parda,Masculino,Homem cisgenero,Heterossexual
1540,38,Parda,Masculino,Homem cisgenero,Heterossexual
1541,35,Preta,Masculino,Homem cisgenero,Heterossexual
1542,46,Branca,Masculino,Homem cisgenero,Heterossexual
1543,47,Branca,Masculino,Homem cisgenero,Heterossexual
1544,56,Parda,Masculino,Homem cisgenero,Heterossexual
1545,31,Parda,Masculino,Homem cisgenero,Heterossexual
1546,44,Preta,Masculino,Mulher transexual,Bissexual/Panssexual
1547,19,Parda,Feminino,Mulher cisgenero,Heterossexual
1548,29,Preta,Feminino,Mulher cisgenero,Heterossexual
1549,42,Parda,Masculino,Homem cisgenero,Heterossexual
1550,29,Parda,Masculino,Homem cisgenero,Heterossexual
1551,63,Parda,Masculino,Homem cisgenero,Heterossexual
1552,28,Preta,Masculino,Homem cisgenero,Heterossexual
1553,49,Branca,Masculino,Homem cisgenero,Heterossexual
1554,29,Branca,Masculino,Homem cisgenero,Heterossexual
1555,78,Branca,Feminino,Mulher cisgenero,Heterossexual
1556,52,Indigena,Feminino,Mulher cisgenero,Assexual
1557,28,Indigena,Feminino,Mulher cisgenero,Heterossexual
1558,59,Parda,Feminino,Mulher cisgenero,Heterossexual
1559,40,Parda,Feminino,Mulher cisgenero,Heterossexual
1560,48,Preta,Masculino,Homem cisgenero,Heterossexual
1561,49,Parda,Masculino,Homem cisgenero,Heterossexual
1562,42,Branca,Feminino,Mulher cisgenero,Heterossexual
1563,54,Branca,Feminino,Homem trans,Heterossexual
1564,33,Branca,Feminino,Mulher cisgenero,Bissexual/Panssexual
1565,42,Branca,Feminino,Mulher cisgenero,Heterossexual
1566,26,Parda,Feminino,Mulher cisgenero,Heterossexual
1567,50,Parda,Masculino,Homem cisgenero,Heterossexual
1568,43,Parda,Feminino,Mulher cisgenero,Heterossexual
1569,34,Parda,Feminino,Mulher cisgenero,Heterossexual
1570,37,Parda,Feminino,Mulher cisgenero,Heterossexual
1571,43,Preta,Feminino,Mulher cisgenero,Heterossexual
1572,39,Branca,Masculino,Homem cisgenero,Heterossexual
1573,26,Parda,Masculino,Homem cisgenero,Heterossexual
1574,29,Preta,Feminino,Mulher cisgenero,Heterossexual
1575,42,Parda,Feminino,Mulher cisgenero,Heterossexual
1576,71,Parda,Masculino,Homem cisgenero,Heterossexual
1577,33,Parda,Masculino,Homem cisgenero,Gay
1578,35,Preta,Masculino,Homem cisgenero,Heterossexual
1579,57,Branca,Masculino,Homem cisgenero,Heterossexual
1580,44,Preta,Masculino,Homem cisgenero,Heterossexual
1581,47,Parda,Masculino,Homem cisgenero,Heterossexual
1582,57,Branca,Masculino,Homem cisgenero,Heterossexual
1583,39,Preta,Masculino,Mulher transexual,Bissexual/Panssexual
1584,25,Preta,Feminino,Mulher cisgenero,Heterossexual
1585,37,Preta,Masculino,Homem cisgenero,Heterossexual
1586,67,Parda,Masculino,Homem cisgenero,Heterossexual
1587,74,Parda,Masculino,Homem cisgenero,Gay
1588,52,Parda,Masculino,Homem cisgenero,Heterossexual
1589,53,Parda,Masculino,Homem cisgenero,Heterossexual
1590,50,Branca,Masculino,Homem cisgenero,Heterossexual
1591,30,Preta,Masculino,Homem cisgenero,Heterossexual
1592,48,Parda,Masculino,Homem cisgenero,Heterossexual
1593,64,Parda,Masculino,Homem cisgenero,Heterossexual
1594,61,Parda,Masculino,Homem cisgenero,Heterossexual
1595,57,Parda,Masculino,Homem cisgenero,Heterossexual
1596,63,Preta,Masculino,Homem cisgenero,Heterossexual
1597,65,Parda,Masculino,Homem cisgenero,Heterossexual
1598,67,Parda,Masculino,Homem cisgenero,Heterossexual
1599,63,Branca,Masculino,Homem cisgenero,Heterossexual
1600,67,Amarela,Masculino,Homem cisgenero,Heterossexual
1601,85,Parda,Feminino,Mulher cisgenero,Heterossexual
1602,37,Parda,Masculino,Mulher transexual,Nao se Aplica
1603,23,Preta,Feminino,Mulher cisgenero,Heterossexual
1604,47,Parda,Masculino,Homem cisgenero,Heterossexual
1605,36,Parda,Masculino,Homem cisgenero,Heterossexual
1606,49,Parda,Masculino,Homem cisgenero,Heterossexual
1607,43,Parda,Masculino,Homem cisgenero,Heterossexual
1608,37,Parda,Masculino,Homem cisgenero,Heterossexual
1609,42,Parda,Masculino,Homem cisgenero,Heterossexual
1610,47,Branca,Masculino,Homem cisgenero,Heterossexual
1611,33,Parda,Feminino,Mulher cisgenero,Heterossexual
1612,26,Preta,Masculino,Homem cisgenero,Heterossexual
1613,37,Parda,Feminino,Mulher cisgenero,Bissexual/Panssexual
1614,44,Branca,Masculino,Homem cisgenero,Heterossexual
1615,24,Preta,Masculino,Homem cisgenero,Heterossexual
1616,38,Branca,Masculino,Homem cisgenero,Heterossexual
1617,34,Parda,Feminino,Mulher cisgenero,Heterossexual
1618,37,Parda,Feminino,Mulher cisgenero,Heterossexual
1619,39,Branca,Feminino,Mulher cisgenero,Assexual
1620,42,Parda,Masculino,Homem cisgenero,Heterossexual
1621,56,Parda,Masculino,Homem cisgenero,Heterossexual
1622,60,Parda,Masculino,Homem cisgenero,Heterossexual
1623,52,Preta,Masculino,Homem cisgenero,Heterossexual
1624,46,Parda,Masculino,Homem cisgenero,Heterossexual
1625,57,Branca,Masculino,Homem cisgenero,Heterossexual
1626,36,Branca,Masculino,Homem cisgenero,Heterossexual
1627,28,Branca,Masculino,Homem cisgenero,Heterossexual
1628,26,Parda,Masculino,Homem cisgenero,Bissexual/Panssexual
1629,33,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1630,30,Preta,Masculino,Homem cisgenero,Heterossexual
1631,48,Indigena,Masculino,Homem cisgenero,Heterossexual
1632,33,Parda,Masculino,Homem cisgenero,Heterossexual
1633,45,Branca,Masculino,Homem cisgenero,Heterossexual
1634,36,Amarela,Masculino,Homem cisgenero,Heterossexual
1635,24,Preta,Masculino,Homem cisgenero,Heterossexual
1636,35,Branca,Masculino,Homem cisgenero,Heterossexual
1637,33,Parda,Masculino,Homem cisgenero,Heterossexual
1638,43,Parda,Masculino,Homem cisgenero,Heterossexual
1639,32,Parda,Masculino,Homem cisgenero,Heterossexual
1640,30,Branca,Masculino,Homem cisgenero,Heterossexual
1641,35,Parda,Feminino,Mulher cisgenero,Heterossexual
1642,38,Preta,Masculino,Homem cisgenero,Heterossexual
1643,30,Branca,Masculino,Homem cisgenero,Gay
1644,33,Parda,Masculino,Homem cisgenero,Heterossexual
1645,27,Branca,Feminino,Mulher cisgenero,Heterossexual
1646,39,Parda,Masculino,Homem cisgenero,Heterossexual
1647,18,Preta,Masculino,Homem cisgenero,Heterossexual
1648,46,Parda,Masculino,Agenero,Heterossexual
1649,43,Parda,Masculino,Agenero,Heterossexual
1650,34,Parda,Masculino,Agenero,Heterossexual
1651,47,Parda,Masculino,Agenero,Heterossexual
1652,42,Parda,Masculino,Agenero,Heterossexual
1653,43,Parda,Masculino,Agenero,Heterossexual
1654,39,Parda,Masculino,Agenero,Heterossexual
1655,30,Parda,Masculino,Agenero,Heterossexual
1656,48,Branca,Masculino,Agenero,Heterossexual
1657,42,Preta,Masculino,Agenero,Heterossexual
1658,60,Preta,Masculino,Agenero,Heterossexual
1659,48,Parda,Masculino,Agenero,Heterossexual
1660,31,Preta,Feminino,Homem trans,Lesbica
1661,49,Branca,Masculino,Homem cisgenero,Heterossexual
1662,38,Preta,Masculino,Homem cisgenero,Heterossexual
1663,22,Parda,Masculino,Homem cisgenero,Heterossexual
1664,39,Parda,Feminino,Mulher cisgenero,Heterossexual
1665,20,Branca,Feminino,Mulher cisgenero,Heterossexual
1666,64,Preta,Feminino,Mulher cisgenero,Heterossexual
1667,40,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1668,35,Parda,Masculino,Homem cisgenero,Heterossexual
1669,58,Preta,Masculino,Homem cisgenero,Heterossexual
1670,63,Branca,Masculino,Homem cisgenero,Bissexual/Panssexual
1671,52,Indigena,Masculino,Homem cisgenero,Heterossexual
1672,40,Parda,Masculino,Homem cisgenero,Heterossexual
1673,54,Parda,Masculino,Homem cisgenero,Heterossexual
1674,41,Parda,Feminino,Mulher cisgenero,Lesbica
1675,42,Parda,Masculino,Homem cisgenero,Heterossexual
1676,29,Preta,Masculino,Homem cisgenero,Heterossexual
1677,42,Branca,Masculino,Homem cisgenero,Heterossexual
1678,39,Branca,Masculino,Homem cisgenero,Heterossexual
1679,29,Preta,Masculino,Homem cisgenero,Heterossexual
1680,39,Parda,Masculino,Mulher transexual,Gay
1681,48,Parda,Masculino,Homem cisgenero,Heterossexual
1682,43,Parda,Masculino,Homem cisgenero,Heterossexual
1683,32,Parda,Masculino,Homem cisgenero,Heterossexual
1684,28,Parda,Masculino,Homem cisgenero,Heterossexual
1685,44,Parda,Masculino,Homem cisgenero,Heterossexual
1686,21,Prefere nao declarar,Feminino,Mulher cisgenero,Heterossexual
1687,48,Parda,Masculino,Homem cisgenero,Heterossexual
1688,28,Preta,Masculino,Homem cisgenero,Heterossexual
1689,43,Parda,Masculino,Homem cisgenero,Heterossexual
1690,35,Parda,Masculino,Homem cisgenero,Heterossexual
1691,40,Amarela,Masculino,Homem cisgenero,Heterossexual
1692,48,Parda,Masculino,Homem cisgenero,Heterossexual
1693,49,Parda,Masculino,Homem cisgenero,Heterossexual
1694,40,Amarela,Masculino,Mulher transexual,Gay
1695,33,Parda,Masculino,Nao binario,Heterossexual
1696,48,Preta,Masculino,Homem cisgenero,Heterossexual
1697,37,Preta,Masculino,Homem cisgenero,Heterossexual
1698,33,Parda,Masculino,Homem cisgenero,Heterossexual
1699,43,Branca,Masculino,Homem cisgenero,Bissexual/Panssexual
1700,56,Parda,Masculino,Homem cisgenero,Heterossexual
1701,56,Parda,Feminino,Mulher cisgenero,Heterossexual
1702,35,Parda,Feminino,Mulher cisgenero,Heterossexual
1703,31,Parda,Feminino,Mulher cisgenero,Heterossexual
1704,30,Branca,Masculino,Homem cisgenero,Heterossexual
1705,39,Branca,Masculino,Homem cisgenero,Heterossexual
1706,52,Preta,Masculino,Homem cisgenero,Heterossexual
1707,42,Parda,Masculino,Homem cisgenero,Heterossexual
1708,44,Parda,Masculino,Homem cisgenero,Heterossexual
1709,27,Preta,Masculino,Homem cisgenero,Gay
1710,24,Branca,Feminino,Mulher cisgenero,Heterossexual
1711,42,Branca,Masculino,Homem cisgenero,Heterossexual
1712,28,Preta,Feminino,Homem trans,Gay
1713,70,Parda,Feminino,Mulher cisgenero,Heterossexual
1714,37,Parda,Masculino,Homem cisgenero,Heterossexual
1715,60,Parda,Masculino,Homem cisgenero,Heterossexual
1716,49,Branca,Masculino,Homem cisgenero,Heterossexual
1717,49,Branca,Masculino,Homem cisgenero,Heterossexual
1718,40,Preta,Masculino,Homem cisgenero,Heterossexual
1719,31,Branca,Masculino,Homem cisgenero,Heterossexual
1720,41,Preta,Masculino,Homem cisgenero,Heterossexual
1721,48,Parda,Masculino,Homem cisgenero,Heterossexual
1722,43,Parda,Masculino,Homem cisgenero,Heterossexual
1723,34,Parda,Masculino,Homem cisgenero,Heterossexual
1724,24,Parda,Masculino,Homem cisgenero,Heterossexual
1725,35,Preta,Masculino,Homem cisgenero,Heterossexual
1726,58,Parda,Masculino,Homem cisgenero,Heterossexual
1727,31,Parda,Masculino,Homem cisgenero,Bissexual/Panssexual
1728,39,Parda,Masculino,Homem cisgenero,Heterossexual
1729,34,Parda,Masculino,Homem cisgenero,Heterossexual
1730,37,Branca,Feminino,Mulher cisgenero,Heterossexual
1731,23,Preta,Feminino,Mulher cisgenero,Heterossexual
1732,36,Branca,Masculino,Homem cisgenero,Heterossexual
1733,36,Parda,Masculino,Mulher transexual,Nao Relatado
1734,44,Preta,Masculino,Homem cisgenero,Heterossexual
1735,28,Preta,Masculino,Homem cisgenero,Heterossexual
1736,40,Preta,Feminino,Mulher cisgenero,Heterossexual
1737,45,Parda,Masculino,Homem cisgenero,Heterossexual
1738,27,Parda,Masculino,Homem cisgenero,Heterossexual
1739,34,Preta,Masculino,Homem cisgenero,Heterossexual
1740,44,Parda,Masculino,Homem cisgenero,Gay
1741,39,Parda,Masculino,Homem cisgenero,Heterossexual
1742,26,Parda,Masculino,Homem cisgenero,Heterossexual
1743,31,Parda,Masculino,Homem cisgenero,Heterossexual
1744,45,Preta,Feminino,Mulher cisgenero,Heterossexual
1745,48,Parda,Masculino,Homem cisgenero,Heterossexual
1746,51,Branca,Masculino,Homem cisgenero,Heterossexual
1747,48,Parda,Masculino,Homem cisgenero,Heterossexual
1748,42,Parda,Masculino,Homem cisgenero,Heterossexual
1749,39,Parda,Masculino,Homem cisgenero,Heterossexual
1750,25,Parda,Masculino,Homem cisgenero,Heterossexual
1751,20,Preta,Feminino,Mulher cisgenero,Heterossexual
1752,18,Preta,Masculino,Homem cisgenero,Heterossexual
1753,47,Parda,Masculino,Homem cisgenero,Heterossexual
1754,30,Branca,Masculino,Homem cisgenero,Heterossexual
1755,42,Parda,Masculino,Homem cisgenero,Heterossexual
1756,38,Parda,Masculino,Homem cisgenero,Heterossexual
1757,34,Preta,Masculino,Homem cisgenero,Heterossexual
1758,46,Parda,Masculino,Homem cisgenero,Heterossexual
1759,50,Parda,Masculino,Homem cisgenero,Heterossexual
1760,52,Branca,Masculino,Homem cisgenero,Heterossexual
1761,44,Parda,Masculino,Homem cisgenero,Heterossexual
1762,43,Branca,Feminino,Mulher cisgenero,Heterossexual
1763,42,Preta,Masculino,Homem cisgenero,Heterossexual
1764,63,Branca,Masculino,Homem cisgenero,Heterossexual
1765,56,Parda,Masculino,Homem cisgenero,Heterossexual
1766,57,Parda,Masculino,Homem cisgenero,Heterossexual
1767,47,Preta,Masculino,Homem cisgenero,Heterossexual
1768,43,Parda,Masculino,Homem cisgenero,Heterossexual
1769,20,Parda,Feminino,Mulher cisgenero,Heterossexual
1770,48,Branca,Masculino,Homem cisgenero,Heterossexual
1771,40,Parda,Masculino,Homem cisgenero,Heterossexual
1772,44,Parda,Masculino,Homem cisgenero,Heterossexual
1773,44,Branca,Masculino,Homem cisgenero,Heterossexual
1774,53,Branca,Masculino,Homem cisgenero,Heterossexual
1775,22,Branca,Masculino,Homem cisgenero,Heterossexual
1776,36,Parda,Masculino,Homem cisgenero,Heterossexual
1777,42,Branca,Masculino,Nao binario,Gay
1778,53,Branca,Feminino,Mulher cisgenero,Heterossexual
1779,39,Preta,Masculino,Homem cisgenero,Heterossexual
1780,39,Parda,Masculino,Homem cisgenero,Heterossexual
1781,44,Branca,Masculino,Homem cisgenero,Heterossexual
1782,35,Branca,Masculino,Homem cisgenero,Heterossexual
1783,26,Preta,Masculino,Homem cisgenero,Gay
1784,45,Branca,Masculino,Homem cisgenero,Heterossexual
1785,39,Parda,Masculino,Homem cisgenero,Heterossexual
1786,19,Preta,Feminino,Mulher cisgenero,Heterossexual
1787,18,Branca,Masculino,Homem cisgenero,Heterossexual
1788,59,Branca,Masculino,Homem cisgenero,Heterossexual
1789,40,Parda,Masculino,Homem cisgenero,Heterossexual
1790,60,Branca,Masculino,Homem cisgenero,Heterossexual
1791,59,Parda,Masculino,Homem cisgenero,Heterossexual
1792,20,Preta,Masculino,Homem cisgenero,Gay
1793,47,Preta,Masculino,Homem cisgenero,Heterossexual
1794,51,Parda,Masculino,Homem cisgenero,Heterossexual
1795,45,Preta,Feminino,Mulher cisgenero,Heterossexual
1796,29,Preta,Masculino,Homem cisgenero,Heterossexual
1797,55,Parda,Masculino,Homem cisgenero,Heterossexual
1798,21,Parda,Masculino,Homem cisgenero,Gay
1799,29,Preta,Feminino,Mulher cisgenero,Heterossexual
1800,38,Parda,Feminino,Mulher cisgenero,Heterossexual
1801,44,Preta,Feminino,Mulher cisgenero,Heterossexual
1802,43,Parda,Masculino,Mulher transexual,Lesbica
1803,54,Parda,Masculino,Homem cisgenero,Heterossexual
1804,29,Branca,Feminino,Mulher cisgenero,Heterossexual
1805,39,Parda,Masculino,Homem cisgenero,Heterossexual
1806,41,Preta,Feminino,Mulher cisgenero,Heterossexual
1807,57,Branca,Feminino,Mulher cisgenero,Heterossexual
1808,44,Branca,Feminino,Mulher cisgenero,Heterossexual
1809,59,Preta,Feminino,Mulher cisgenero,Bissexual/Panssexual
1810,30,Branca,Feminino,Mulher cisgenero,Heterossexual
1811,31,Parda,Feminino,Mulher cisgenero,Lesbica
1812,56,Parda,Feminino,Mulher cisgenero,Heterossexual
1813,60,Parda,Feminino,Mulher cisgenero,Heterossexual
1814,41,Branca,Masculino,Homem cisgenero,Heterossexual
1815,43,Parda,Masculino,Homem cisgenero,Heterossexual
1816,62,Parda,Masculino,Homem cisgenero,Heterossexual
1817,47,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1818,36,Parda,Masculino,Homem cisgenero,Gay
1819,25,Parda,Masculino,Homem cisgenero,Heterossexual
1820,48,Branca,Masculino,Homem cisgenero,Heterossexual
1821,52,Parda,Masculino,Homem cisgenero,Gay
1822,46,Parda,Masculino,Homem cisgenero,Heterossexual
1823,31,Parda,Masculino,Homem cisgenero,Heterossexual
1824,36,Preta,Masculino,Homem cisgenero,Heterossexual
1825,59,Parda,Masculino,Homem cisgenero,Heterossexual
1826,38,Parda,Feminino,Mulher cisgenero,Heterossexual
1827,57,Branca,Masculino,Homem cisgenero,Heterossexual
1828,58,Parda,Masculino,Homem cisgenero,Heterossexual
1829,69,Parda,Feminino,Mulher cisgenero,Heterossexual
1830,32,Preta,Masculino,Homem cisgenero,Heterossexual
1831,46,Branca,Feminino,Mulher cisgenero,Heterossexual
1832,30,Parda,Masculino,Homem cisgenero,Heterossexual
1833,51,Preta,Masculino,Homem cisgenero,Heterossexual
1834,43,Preta,Masculino,Homem cisgenero,Heterossexual
1835,43,Branca,Masculino,Homem cisgenero,Heterossexual
1836,50,Branca,Masculino,Homem cisgenero,Heterossexual
1837,56,Parda,Masculino,Homem cisgenero,Heterossexual
1838,46,Parda,Masculino,Homem cisgenero,Heterossexual
1839,47,Parda,Feminino,Mulher cisgenero,Heterossexual
1840,26,Preta,Feminino,Mulher cisgenero,Heterossexual
1841,37,Branca,Feminino,Mulher cisgenero,Heterossexual
1842,45,Branca,Feminino,Mulher cisgenero,Heterossexual
1843,44,Parda,Feminino,Mulher cisgenero,Heterossexual
1844,38,Preta,Masculino,Homem cisgenero,Heterossexual
1845,28,Parda,Masculino,Homem cisgenero,Heterossexual
1846,45,Branca,Feminino,Mulher cisgenero,Heterossexual
1847,33,Parda,Masculino,Mulher transexual,Heterossexual
1848,48,Preta,Masculino,Homem cisgenero,Heterossexual
1849,42,Parda,Masculino,Homem cisgenero,Heterossexual
1850,51,Branca,Masculino,Homem cisgenero,Heterossexual
1851,40,Preta,Masculino,Homem cisgenero,Heterossexual
1852,46,Branca,Masculino,Homem cisgenero,Heterossexual
1853,42,Preta,Masculino,Homem cisgenero,Heterossexual
1854,52,Branca,Masculino,Homem cisgenero,Heterossexual
1855,50,Branca,Masculino,Homem cisgenero,Heterossexual
1856,57,Parda,Masculino,Homem cisgenero,Heterossexual
1857,32,Parda,Masculino,Homem cisgenero,Heterossexual
1858,59,Preta,Masculino,Homem cisgenero,Heterossexual
1859,42,Branca,Masculino,Homem cisgenero,Heterossexual
1860,58,Parda,Masculino,Homem cisgenero,Heterossexual
1861,47,Branca,Masculino,Homem cisgenero,Heterossexual
1862,62,Preta,Masculino,Homem cisgenero,Heterossexual
1863,42,Branca,Masculino,Homem cisgenero,Heterossexual
1864,43,Branca,Masculino,Homem cisgenero,Heterossexual
1865,47,Parda,Masculino,Homem cisgenero,Heterossexual
1866,38,Parda,Feminino,Mulher cisgenero,Heterossexual
1867,41,Parda,Feminino,Mulher cisgenero,Heterossexual
1868,60,Parda,Feminino,Mulher cisgenero,Heterossexual
1869,26,Parda,Masculino,Homem cisgenero,Gay
1870,46,Parda,Masculino,Homem cisgenero,Heterossexual
1871,44,Parda,Masculino,Homem cisgenero,Heterossexual
1872,56,Parda,Masculino,Homem cisgenero,Heterossexual
1873,23,Parda,Masculino,Homem cisgenero,Heterossexual
1874,35,Parda,Masculino,Homem cisgenero,Heterossexual
1875,57,Parda,Masculino,Homem cisgenero,Heterossexual
1876,41,Parda,Masculino,Homem cisgenero,Heterossexual
1877,27,Preta,Masculino,Homem cisgenero,Heterossexual
1878,36,Preta,Feminino,Mulher cisgenero,Heterossexual
1879,59,Branca,Feminino,Mulher cisgenero,Heterossexual
1880,34,Preta,Feminino,Mulher cisgenero,Heterossexual
1881,53,Parda,Masculino,Homem cisgenero,Heterossexual
1882,59,Parda,Feminino,Mulher cisgenero,Heterossexual
